SEP=;
timestamp;deltaTime_0;amplitude[mv]_0;deltaTime_1;amplitude[mv]_1;deltaTime_2;amplitude[mv]_2;deltaTime_3;amplitude[mv]_3;deltaTime_4;amplitude[mv]_4;deltaTime_5;amplitude[mv]_5;deltaTime_6;amplitude[mv]_6;deltaTime_7;amplitude[mv]_7;deltaTime_8;amplitude[mv]_8;deltaTime_9;amplitude[mv]_9;deltaTime_10;amplitude[mv]_10;deltaTime_11;amplitude[mv]_11;deltaTime_12;amplitude[mv]_12;deltaTime_13;amplitude[mv]_13;deltaTime_14;amplitude[mv]_14;deltaTime_15;amplitude[mv]_15;deltaTime_16;amplitude[mv]_16;deltaTime_17;amplitude[mv]_17;deltaTime_18;amplitude[mv]_18;deltaTime_19;amplitude[mv]_19;deltaTime_20;amplitude[mv]_20;deltaTime_21;amplitude[mv]_21;deltaTime_22;amplitude[mv]_22;deltaTime_23;amplitude[mv]_23;deltaTime_24;amplitude[mv]_24;
2021-10-14T18:18:10.815;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:10.916;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:11.017;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,1682129;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,5014648;0;-0,3449707;0;-0,4997559;
2021-10-14T18:18:11.118;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:11.219;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,4899902;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:11.320;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:11.421;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:11.521;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:11.622;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:11.722;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,1433105;0;0,01342773;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:11.823;0;-0,3815918;0;0,09155273;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:11.924;0;-0,4997559;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,4997559;
2021-10-14T18:18:12.026;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,3115234;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:12.126;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:12.228;0;0,5014648;0;0,5014648;0;0,4382324;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:12.329;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:12.429;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:12.530;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:12.632;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:12.733;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:12.833;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:12.935;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,004882813;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,4997559;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:13.036;0;-0,496582;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,1765137;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,1599121;0;-0,4682617;0;-0,4997559;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,3898926;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,4997559;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,04833984;
2021-10-14T18:18:13.137;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,5014648;0;0,5014648;0;-0,05834961;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:13.338;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,3615723;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:13.439;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,2915039;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:13.539;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,208252;0;-0,01171875;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:13.641;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,0949707;0;0,04174805;0;0,5014648;0;0,5014648;0;0,5014648;0;0,08325195;0;-0,06835938;0;0,4182129;0;0,5014648;0;0,5014648;0;0,3015137;0;0,1184082;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:13.741;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:13.843;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:13.943;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:14.044;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:14.145;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:14.245;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:14.347;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:14.447;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:14.548;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:14.649;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:14.750;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:14.851;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,1799316;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:14.952;0;-0,4997559;0;0,4133301;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:15.053;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
2021-10-14T18:18:15.153;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:15.254;0;-0,1816406;0;0,5014648;0;-0,4997559;0;-0,4997559;0;-0,1733398;0;0,5014648;0;0,3432617;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
2021-10-14T18:18:15.355;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,4099121;0;0,5014648;0;0,3366699;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,246582;0;-0,4997559;0;-0,1115723;0;0,5014648;0;0,5014648;0;-0,4997559;0;-0,4997559;0;-0,4882813;
2021-10-14T18:18:15.456;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,0949707;0;0,3183594;0;0,5014648;0;0,3898926;0;-0,4997559;0;-0,4997559;0;-0,4997559;
