SEP=;
timestemp;deltaTime_0;amplitude[mv]_0;deltaTime_1;amplitude[mv]_1;deltaTime_2;amplitude[mv]_2;deltaTime_3;amplitude[mv]_3;deltaTime_4;amplitude[mv]_4;deltaTime_5;amplitude[mv]_5;deltaTime_6;amplitude[mv]_6;deltaTime_7;amplitude[mv]_7;deltaTime_8;amplitude[mv]_8;deltaTime_9;amplitude[mv]_9;deltaTime_10;amplitude[mv]_10;deltaTime_11;amplitude[mv]_11;deltaTime_12;amplitude[mv]_12;deltaTime_13;amplitude[mv]_13;deltaTime_14;amplitude[mv]_14;deltaTime_15;amplitude[mv]_15;deltaTime_16;amplitude[mv]_16;deltaTime_17;amplitude[mv]_17;deltaTime_18;amplitude[mv]_18;deltaTime_19;amplitude[mv]_19;deltaTime_20;amplitude[mv]_20;deltaTime_21;amplitude[mv]_21;deltaTime_22;amplitude[mv]_22;deltaTime_23;amplitude[mv]_23;deltaTime_24;amplitude[mv]_24;
5308.9884;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,3449707;0;0,5014648;0;0,5014648;0;0,1049805;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
5409.2806;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
5509.6331;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
5610.602;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
5711.9627;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
5814.2947;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
5914.6825;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,208252;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,5014648;0;0,5014648;
6020.3691;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
6120.6177;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
6220.9469;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
6324.2225;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
6424.2904;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
6525.0371;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
6626.7355;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
6727.1027;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
6828.8787;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
6929.5938;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,3999023;0;0,5014648;0;-0,08325195;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,3798828;0;0,5014648;0;0,5014648;0;0,5014648;0;0,4682617;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,3198242;0;0,5014648;
7030.2861;0;0,5014648;0;0,5014648;0;-0,3249512;0;-0,4997559;0;-0,4997559;0;-0,125;0;-0,2666016;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
7130.855;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,01000977;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,2216797;0;0,5014648;
7231.3023;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,2182617;0;-0,4997559;0;-0,4997559;0;-0,4997559;
7332.0443;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
7432.4323;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
7534.1171;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,5014648;
7634.9227;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,04663086;0;-0,4997559;0;-0,4997559;0;-0,3781738;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
7735.6218;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
7836.4249;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
7937.1239;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,1716309;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
8037.8493;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,4516602;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,5014648;0;0,5014648;
8138.5505;0;0,5014648;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,4997559;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
8239.3428;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
8340.0273;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
8440.7434;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,4997559;0;-0,4997559;
8541.7261;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
8642.1966;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
8742.923;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,06005859;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,2299805;
8844.5281;0;0,5014648;0;0,5014648;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,2282715;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
8945.1213;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
9046.8513;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
9147.6967;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
9248.4262;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
9348.5357;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4499512;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,3532715;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
9449.9019;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
9550.1926;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
9650.9477;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
9751.6996;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
9852.3826;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
9953.1304;0;0,5014648;0;0,5014648;0;0,166748;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
10053.839;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
10154.3094;0;0,5014648;0;0,331543;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,4731445;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
10255.05;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4699707;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
10355.7512;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,458252;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
10456.6815;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,3632813;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,3266602;0;-0,1132813;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
10557.4522;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,2617188;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
10658.1397;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
10758.8264;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
10859.5369;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
10959.5733;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,3349609;0;0,5014648;0;0,5014648;0;0,5014648;
11059.7308;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,3466797;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
11160.4606;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;
11260.9815;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;-0,4997559;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
11361.8122;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;0;0,5014648;
